episode,rolling_mean_chips,epsilon
5000,nan,0.88127375
10000,-0.46765,0.76252375
15000,-0.5148,0.64377375
20000,-0.54395,0.52502375
25000,-0.43755,0.4062737500000001
30000,-0.3257,0.2875237500000001
35000,-0.38555,0.16877375000000006
40000,-0.3993,0.050023750000000144
45000,-0.2927,0.05
50000,-0.30845,0.05
